Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),ID,DEFCON_Level
7,0,0.11,1,30,61,0.426578561,341.32,1,809600,75,2
7,1,0.09,4,6,48,0.685022026,366.76,1,897600,8181,2
7,1,0.04,2,13,31,0.363436123,355.1,1,888800,11955,3
7,0,0.09,2,3,14,0.334067548,358.28,0,836000,5212,2
8,0,0.26,2,19,65,0.516152717,334.96,1,800800,2311,2
10,0,0.58,3,5,20,0.640969163,346.62,1,932800,6021,2
10,0,0.46,2,26,88,0.5969163,345.56,1,809600,10790,2
7,1,0.02,2,17,42,0.464757709,354.04,0,968000,11851,3
9,1,0.14,3,11,23,0.572687225,337.08,1,924000,10777,3
9,1,0.3,3,24,143,0.5969163,345.56,1,836000,3219,2
10,0,0.47,2,6,20,0.563142438,332.84,1,880000,3236,2
8,1,0.23,2,17,96,0.406020558,359.34,1,862400,10546,2
9,1,0.1,2,25,66,0.501468429,339.2,1,862400,5821,2
9,1,0,1,24,44,0.552863436,352.98,1,836000,7622,3
7,1,0.31,2,26,48,0.378120411,343.44,1,985600,12458,3
8,1,0.1,6,11,108,0.522026432,339.2,1,862400,753,2
12,0,0.5,2,13,28,0.420704846,331.78,1,959200,2889,4
7,1,0.05,6,8,28,0.300293686,359.34,1,985600,11723,3
9,1,0.17,3,25,105,0.598384728,345.56,1,897600,12092,3
9,1,0.02,2,4,12,0.401615272,349.8,0,853600,3627,2
6,0,0.21,2,24,69,0.21071953,352.98,1,1020800,601,3
8,1,0.18,7,29,52,0.666666667,371,1,880000,3020,3
8,1,0.06,2,5,19,0.450073421,345.56,1,897600,9045,3
10,1,0.66,5,5,24,0.743759178,344.5,1,1056000,1540,3
7,1,0,2,40,55,0.355359765,363.58,0,871200,8009,2
8,1,0.29,2,31,141,0.464757709,344.5,1,871200,7670,2
8,1,0.06,2,5,18,0.450073421,358.28,0,959200,1338,2
7,1,0.09,2,24,89,0.450073421,351.92,0,818400,3922,1
10,1,0.27,2,26,56,0.662995595,351.92,1,897600,5955,2
9,1,0.14,2,25,42,0.501468429,332.84,1,853600,4747,2
9,1,0.34,1,4,8,0.386930984,337.08,1,1003200,2268,3
10,0,0.56,2,3,8,0.339941263,333.9,1,1012000,11112,2
7,1,0.06,2,15,31,0.378120411,362.52,1,844800,10942,3
11,0,0.47,3,21,89,0.611600587,336.02,1,827200,1254,2
7,0,0.49,2,6,13,0.294419971,348.74,1,985600,2321,3
10,0,0.49,2,5,12,0.685022026,345.56,1,906400,4813,2
8,0,0.2,8,37.5,82,0.599853157,365.7,1,844800,701,3
9,0,0.49,2,23,83,0.552863436,348.74,1,836000,11795,2
8,0,0.38,2,10,29,0.494126285,361.46,1,932800,10617,4
7,0,0.18,2,7,34,0.285609398,352.98,1,1003200,5763,3
9,1,0.04,2,19,27,0.351688693,337.08,1,862400,4316,2
16,1,0.68,3,6,32,0.670337739,325.42,1,950400,10976,3
11,0,0.58,4,5,15,0.582232012,344.5,1,1012000,3543,3
10,0,0.44,2,22,51,0.5969163,327.54,1,844800,10530,3
6,1,0,2,15,33,0.315712188,365.7,1,1100000,11264,3
5,1,0,2,16,46,0.184287812,369.94,0,1073600,10196,3
7,0,0.28,2,36,100,0.472099853,339.2,1,871200,2928,4
9,0,0.53,2,16,60,0.486784141,325.42,1,792000,3978,2
8,1,0.24,3,17,54,0.567547724,354.04,1,844800,1039,2
7,0,0.04,2,9,18,0.398678414,362.52,1,915200,5746,2
8,1,0.09,4,11,41,0.584434655,348.74,1,800800,5701,3
9,0,0.31,2,13,23,0.417767988,352.98,1,1038400,6681,4
11,0,0.48,2,10,24,0.618942731,322.24,1,818400,11192,3
8,0,0.27,2,29,65,0.497797357,357.22,1,827200,6050,2
6,0,0.43,2,18,37,0.104992658,352.98,1,1232000,8293,3
7,1,0.12,2,32,44,0.444199706,362.52,1,968000,3468,3
11,0,0.49,3,5,10,0.510279001,339.2,1,968000,9256,3
10,0,0.55,2,12,25,0.604258443,337.08,1,836000,1936,2
9,0,0.45,3,11,27,0.445668135,354.04,1,1056000,9916,3
10,0,0.56,2,5,14,0.478707783,341.32,1,1012000,2286,4
7,0,0.18,3,7,11,0.508810573,348.74,1,985600,6711,1
9,0,0.21,2,57,74,0.57195301,315.88,0,827200,3026,2
9,1,0.22,3,29,52,0.685022026,328.6,1,836000,1590,1
6,0,0,2,15,28,0.27753304,354.04,1,1029600,9937,3
5,1,0,1,15,21,0.284875184,397.5,1,1003200,8211,1
12,0,0.54,2,5,16,0.633627019,329.66,1,959200,12010,3
8,1,0.24,2,5,20,0.450073421,347.68,1,836000,4890,3
7,1,0.26,3,17,91,0.613069016,391.14,1,853600,10479,3
10,1,0.19,11,55,109,0.626284875,336.02,1,809600,2766,2
8,1,0.28,2,15,55,0.567547724,359.34,1,836000,3873,2
6,0,0,1,18,44,0.331864905,377.36,1,985600,3720,3
7,1,0.03,2,36,52,0.420704846,363.58,0,994400,4213,3
8,1,0.06,4,27,108,0.398678414,351.92,1,924000,1129,2
9,0,0.4,2,3,8,0.33113069,330.72,0,1117600,11171,4
9,1,0.31,3,23,147,0.595447871,343.44,1,836000,527,2
12,1,0.66,3,6,43,0.685022026,321.18,1,932800,1625,2
10,0,0.54,2,22,149,0.611600587,337.08,1,809600,11669,2
8,1,0.03,4,51,73,0.482378855,338.14,1,862400,7618,2
9,1,0,3,11,28,0.640969163,364.64,1,968000,11752,3
9,0,0.52,3,6,16,0.473568282,333.9,1,844800,10354,2
8,0,0.68,3,5,13,0.508810573,340.26,1,1073600,7543,3
7,1,0.14,2,9,20,0.48825257,368.88,1,792000,1504,3
10,1,0.19,3,17,34,0.802496329,343.44,1,871200,9317,3
10,0,0.34,2,28,133,0.665932452,351.92,1,888800,6662,3
10,1,0.19,6,20,34,0.919970631,343.44,1,836000,1413,1
5,1,0.18,2,5.5,14,0.284875184,378.42,1,1003200,4371,3
8,1,0.2,2,27,119,0.450073421,342.38,1,818400,11244,3
8,1,0.25,4,20,64,0.497797357,354.04,0,836000,2369,2
8,1,0.05,2,6,19,0.450073421,352.98,1,915200,3496,3
10,1,0.39,2,26,91,0.707048458,371,1,809600,8331,2
6,1,0,2,6,12,0.303230543,377.36,1,1003200,6054,4
6,1,0.01,2,6,9,0.306901615,377.36,1,1003200,5606,3
10,1,0.27,2,21,77,0.662995595,341.32,1,1038400,10954,4
8,0,0.36,2,5,16,0.395741557,364.64,1,941600,7580,4
8,1,0.33,2,24,110,0.475770925,336.02,1,844800,8313,2
12,0,0.53,3,13,19,0.69236417,338.14,1,897600,3348,3
7,1,0.05,2,6,14,0.475036711,357.22,1,800800,8709,3
8,1,0.11,2,7,24,0.444199706,343.44,1,853600,11431,2
9,0,0.48,9,3,10,0.656387665,348.74,1,1012000,10293,3
7,1,0.13,2,15,36,0.42804699,361.46,1,906400,6450,2
7,1,0,2,6,14,0.172540382,352.98,1,1126400,9929,4
9,1,0.16,3,21,59,0.598384728,347.68,1,932800,381,3
9,0,0.41,2,6,16,0.51174743,339.2,1,836000,12384,2
8,0,0.42,2,11,37,0.285609398,332.84,1,1091200,5715,3
9,0,0.49,2,21,52,0.486784141,361.46,1,915200,1666,4
8,0,0.14,3,29,38,0.538179148,351.92,1,836000,11823,3
7,1,0.03,2,32,52,0.406020558,363.58,1,994400,2823,3
10,0,0.38,2,26,64,0.5969163,341.32,1,827200,12396,2
8,1,0.03,2,4,9,0.458883994,359.34,1,827200,10478,2
9,0,0.35,4,5,19,0.361967695,337.08,1,1108800,8459,4
8,1,0.11,3,12,30,0.494126285,356.16,1,880000,11654,3
7,0,0.14,2,10,37,0.285609398,354.04,1,985600,926,3
12,0,0.6,2,23,47,0.60866373,320.12,1,897600,9341,3
9,0,0.31,3,21,77,0.611600587,350.86,1,836000,6186,2
7,1,0,2,40,64,0.574889868,358.28,1,880000,4342,2
8,1,0.17,3,20,64,0.490455213,359.34,1,809600,11375,3
7,1,0,2,32,54,0.394273128,380.54,1,959200,952,3
9,0,0.52,2,16,69,0.501468429,332.84,1,827200,22,2
9,0,0.48,5,25,129,0.611600587,345.56,1,818400,3985,2
11,0,0.48,2,6,18,0.640969163,311.64,1,827200,10026,2
7,0,0.08,2,9,28,0.444933921,349.8,1,880000,4911,3
12,0,0.6,2,5,20,0.582232012,340.26,1,897600,1916,3
8,1,0.01,2,7,27,0.622613803,361.46,1,809600,4435,2
7,1,0.05,2,19,42,0.372246696,372.06,0,1038400,3417,3
7,0,0.46,2,9,22,0.439060206,349.8,1,1003200,5748,4
8,0,0.3,3,30,55,0.552863436,336.02,1,818400,77,3
10,1,0.17,3,8,21,0.57195301,343.44,1,880000,4084,2
10,0,0.63,2,12,30,0.435389134,343.44,1,1038400,9812,4
9,0,0.3,2,2,23,0.582232012,346.62,1,950400,12212,4
9,1,0.5,2,3,8,0.33113069,350.86,1,1047200,12048,4
7,0,0.14,2,15,39,0.376651982,351.92,1,862400,10932,3
7,1,0.07,2,11,45,0.383994126,363.58,1,1038400,2687,4
7,1,0.02,4,21,37,0.475770925,362.52,1,941600,4544,2
8,1,0.23,2,25,120,0.444933921,348.74,0,862400,1679,2
9,1,0,3,9,25,0.646842878,350.86,1,880000,5527,2
10,0,0.47,2,9,28,0.384728341,342.38,1,1170400,1557,4
8,1,0.36,2,16,70,0.494126285,349.8,1,827200,7757,2
8,1,0.2,2,12,35,0.508810573,349.8,0,792000,4004,2
7,0,0.4,1,14,52,0.52349486,362.52,1,888800,9036,4
11,0,0.73,5,6,15,0.489720999,333.9,1,1179200,2408,4
8,1,0.25,3,14,86,0.490455213,339.2,1,862400,885,3
8,1,0.1,6,10,41,0.584434655,363.58,1,897600,5409,3
10,0,0.47,2,9,24,0.529368576,323.3,1,1038400,11573,2
8,1,0.22,2,14,105,0.464757709,347.68,1,862400,7183,2
8,0,0.26,2,10,37,0.285609398,329.66,1,1091200,8972,3
10,1,0.48,2,6,14,0.563142438,323.3,1,862400,9207,3
7,1,0.04,2,7,15,0.406020558,362.52,1,994400,770,2
13,0,0.55,2,42,74,0.72907489,342.38,0,862400,5923,3
11,0,0.57,2,5,20,0.589574156,341.32,1,853600,4242,3
10,1,0.22,2,12,31,0.517621145,330.72,0,880000,1265,2
7,0,0.24,2,5,16,0.442731278,360.4,1,888800,9316,2
9,1,0.16,3,12,62,0.53671072,330.72,0,888800,6527,3
7,1,0.26,3,13,93,0.613069016,382.66,1,812533.3333,4448,2
11,1,0.55,2,12,23,0.419236417,324.36,1,1091200,10289,3
10,0,0.42,3,5,19,0.714390602,338.14,1,880000,4086,2
9,0,0.31,2,21,136,0.633627019,355.1,1,827200,11296,2
12,1,0.66,8,6,14,0.589574156,323.3,1,1144000,5371,4
7,1,0.01,2,24,94,0.542584435,383.72,1,853600,1534,3
8,1,0.26,4,12,74,0.497797357,339.2,1,809600,3248,2
10,0,0.49,6,9,23,0.350220264,341.32,1,1108800,4348,4
10,0,0.45,2,6,15,0.516152717,344.5,1,906400,5067,2
8,1,0.18,7,36,121,0.685022026,357.22,0,827200,2098,2
9,1,0.11,2,20,56,0.502936858,304.22,1,836000,7940,2
7,0,0.21,2,7,22,0.415565345,360.4,1,809600,2083,2
8,1,0.49,6,18,94,0.685022026,345.56,1,818400,6566,3
11,1,0.66,2,6,13,0.538179148,344.5,1,915200,9189,2
8,1,0.1,3,12,26,0.429515419,343.44,1,827200,1374,2
10,0,0.47,2,6,20,0.40969163,336.02,1,1003200,10225,2
12,0,0.49,2,8,19,0.575624082,327.54,1,871200,56,3
7,1,0,2,3,12,0.334067548,351.92,0,924000,9512,1
8,0,0.4,2,6,17,0.395741557,364.64,1,1047200,2662,3
8,1,0.3,2,31,141,0.494126285,334.96,1,827200,1873,2
7,1,0.04,2,20,92,0.54185022,376.3,1,836000,8476,3
7,1,0.19,2,12,47,0.444199706,362.52,1,959200,480,2
7,1,0.05,2,7,12,0.398678414,358.28,0,880000,4018,2
7,1,0.03,2,10,45,0.444199706,355.1,1,880000,6281,3
8,0,0.25,3,29,60,0.479441997,348.74,1,880000,9843,3
10,0,0.52,2,15,40,0.435389134,348.74,1,1020800,8005,3
7,1,0.07,2,5,13,0.320851689,358.28,0,1029600,1169,1
7,1,0.12,4,13,31,0.497063142,365.7,1,1012000,7920,3
8,1,0.04,2,8,27,0.677679883,363.58,1,818400,11054,3
7,0,0.07,6,6,18,0.479441997,361.46,1,968000,4624,1
6,0,0.32,2,15,42,0.21071953,352.98,0,1126400,3474,4
10,0,0.49,5,11,24,0.508810573,338.14,1,1108800,8847,4
10,0,0.35,2,10,45,0.5969163,342.38,1,924000,2205,3
8,1,0.2,8,27,94,0.802496329,373.12,1,994400,7055,3
6,0,0.09,2,19,25,0.382525698,375.24,1,1038400,6822,2
7,1,0.05,4,5,31,0.495594714,374.18,1,827200,3166,2
7,1,0.02,2,5,16,0.425844347,355.1,0,836000,6500,2
9,1,0.17,4,11,38,0.685022026,345.56,0,906400,6313,2
9,1,0.22,2,10,89,0.52349486,320.12,2,897600,1469,3
7,0,0.49,4,18,80,0.599853157,352.98,1,818400,803,2
8,1,0.15,2,27,60,0.457415565,357.22,1,827200,4891,2
8,0,0.44,2,6,16,0.46989721,358.28,1,968000,57,3
8,0,0.33,2,26,35,0.354625551,354.04,1,1020800,9384,4
8,0,0.32,3,24,50,0.446402349,360.4,0,1064800,8440,3
8,0,0.32,2,4,12,0.34287812,346.62,1,1038400,5373,4
9,1,0.04,2,19,88,0.633627019,358.28,1,827200,3917,2
9,0,0.41,3,11,28,0.3979442,345.56,1,1020800,5123,4
7,1,0.09,2,15,26,0.479441997,379.48,1,941600,2250,4
7,0,0.04,2,3,13,0.582232012,364.64,1,809600,309,2
8,1,0,3,7,23,0.464023495,348.74,1,906400,9752,4
7,0,0.34,2,3,9,0.237885463,349.8,1,1108800,1528,4
9,0,0.34,2,45,54,0.501468429,326.48,1,906400,133,2
7,0,0.3,2,35,70,0.503671072,365.7,0,827200,9112,2
9,1,0.09,2,10,41,0.376651982,342.38,0,924000,10264,2
8,0,0.35,2,6,15,0.30763583,346.62,1,1003200,11475,4
10,0,0.46,2,5,12,0.401615272,332.84,1,959200,7736,4
7,1,0.18,2,12,28,0.508810573,343.44,1,844800,727,3
12,0,0.54,3,35,119,0.743759178,349.8,1,941600,1120,2
7,1,0.03,2,7,19,0.435389134,355.1,1,792000,5658,3
7,1,0,2,13,39,0.567547724,361.46,1,853600,5720,2
8,1,0.17,2,3,11,0.52349486,339.2,1,836000,1945,2
6,1,0,3,6,16,0.482378855,381.6,1,827200,6148,2
9,1,0.34,2,5,15,0.662995595,357.22,1,924000,2041,2
7,1,0.02,3,37,77.5,0.482378855,339.2,1,827200,8641,2
7,1,0.01,2,9,22,0.414831131,356.16,1,836000,1853,2
6,1,0.05,2,5,11,0.398678414,387.96,1,950400,6591,2
7,1,0.02,2,31,111,0.382525698,334.96,1,862400,9865,2
9,0,0.4,2,12,25,0.376651982,354.04,1,1047200,5858,4
10,0,0.45,2,6,12,0.254772394,332.84,1,1091200,10602,4
9,1,0.22,2,9,48,0.552863436,330.72,1,897600,8505,3
9,0,0.52,2,12,19,0.504405286,344.5,1,827200,8300,2
8,1,0.08,2,14,46,0.42804699,362.52,1,941600,5089,1
6,1,0,2,3,13,0.272393539,387.96,1,1100000,5855,4
10,1,0.44,2,15,103,0.5969163,345.56,1,809600,3458,2
7,1,0.06,3,12,54,0.685022026,389.02,1,968000,10432,2
10,1,0.49,3,11,24,0.552863436,342.38,1,1029600,11845,4
6,0,0.08,1,40,51,0.135095448,373.12,1,1038400,2362,4
7,0,0.28,2,20,49,0.589574156,361.46,1,809600,9132,3
7,1,0,3,21,31,0.375183554,362.52,1,1012000,2216,4
12,0,0.49,2,5,10,0.633627019,331.78,1,915200,11507,3
7,1,0.09,2,24,57,0.42804699,381.6,1,959200,6395,3
7,0,0.64,2,9,25,0.574889868,368.88,1,941600,9435,3
7,1,0.23,2,10,92,0.46328928,352.98,1,818400,403,3
7,1,0,2,22,31,0.461086637,365.7,1,968000,10991,3
7,1,0.13,2,29,53,0.298825257,349.8,1,915200,5535,3
8,1,0,4,51,73,0.482378855,336.02,1,809600,11034,2
8,1,0.25,2,9,29,0.52349486,349.8,1,836000,5711,3
7,1,0,2,4,11,0.510279001,352.98,1,818400,7898,3
8,0,0.27,2,18,45,0.485315712,334.96,1,844800,10474,3
8,0,0.68,8,37.5,76,0.570484581,319.06,1,1056000,880,4
8,0,0.4,2,7,15,0.30763583,347.68,1,976800,4689,4
7,0,0.46,2,24,68,0.382525698,349.8,1,985600,5120,2
7,1,0.3,2,11,119,0.494126285,345.56,1,836000,11203,2
8,0,0.4,5,7,18,0.508810573,358.28,1,1126400,3541,4
7,1,0.12,2,13,28,0.372246696,348.74,1,1038400,5879,3
7,1,0.3,4,12,16,0.418502203,347.68,1,1038400,5967,4
12,0,0.54,2,42,68,0.787812041,339.2,1,853600,1763,2
7,1,0.01,2,8,28,0.677679883,389.02,1,853600,10924,2
6,0,0,2,21,52,0.273127753,375.24,1,994400,5766,1
5,1,0,1,15,33,0.284875184,425.06,1,985600,9251,1
9,0,0.35,2,53,102,0.611600587,332.84,0,836000,3375,2
7,1,0.05,2,18,49,0.398678414,372.06,0,1029600,9958,3
11,0,0.57,2,3,9,0.466226138,332.84,1,1126400,5820,3
8,0,0.26,2,23,102,0.513215859,341.32,1,792000,8896,2
10,1,0.33,2,35,152,0.52349486,322.24,1,862400,3151,2
7,0,0.19,2,24,58,0.406020558,359.34,1,888800,2577,3
5,0,0.24,2,28,55,0.340675477,378.42,1,880000,3555,2
8,1,0.24,2,16,74,0.555800294,333.9,1,827200,8051,2
6,0,0.26,2,23,58,0.310572687,364.64,1,1047200,7237,3
6,1,0.14,3,9,36,0.479441997,366.76,1,976800,11817,2
12,0,0.52,3,33,67,0.751101322,339.2,1,827200,1881,2
6,1,0,2,7,15,0.398678414,381.6,1,950400,4604,2
9,1,0.68,2,19,56,0.473568282,304.22,1,809600,107,2
7,1,0.02,2,15,28,0.372246696,354.04,1,915200,5221,3
7,0,0.18,2,5.5,39,0.442731278,355.1,0,888800,1211,2
7,0,0,2,27,33,0.347283407,362.52,1,915200,2530,2
6,0,0.08,2,15,28,0.34948605,365.7,1,897600,6603,2
8,1,0.61,2,25,144,0.508810573,326.48,1,809600,4409,2
10,0,0.35,1,24,136,0.640969163,343.44,1,924000,5671,3
8,0,0.32,2,29,45,0.485315712,366.76,1,985600,1092,2
8,1,0.22,3,6,31,0.649779736,381.6,1,968000,11720,2
7,0,0.04,2,18,31,0.316446402,336.02,1,862400,11332,3
7,1,0,3,7,15,0.495594714,368.88,1,897600,9276,2
10,0,0.47,2,17,30,0.604258443,341.32,1,897600,12119,2
9,1,0.09,2,12,48,0.552863436,345.56,1,836000,3396,2
8,1,0.28,2,10,63,0.42804699,356.16,1,844800,4347,2
6,0,0.23,2,28,55,0.526431718,364.64,1,880000,5134,2
9,0,0.53,3,3,9,0.425110132,340.26,1,1126400,7465,1
9,0,0.24,3,30,68,0.5969163,341.32,1,814000,2433,2
9,1,0.18,3,25,94,0.714390602,358.28,1,836000,8516,3
7,0,0.3,2,6,36,0.248898678,348.74,1,1126400,3091,4
6,1,0,2,7,15,0.398678414,356.16,1,924000,1586,2
6,1,0.15,5,50,73,0.3979442,364.64,1,959200,1749,3
6,1,0.08,2,24,44,0.290014684,379.48,1,985600,10391,3
11,0,0.53,3,20,43,0.699706314,331.78,1,897600,10735,2
10,0,0.54,2,24,116,0.5969163,346.62,1,809600,10410,2
7,0,0.21,2,10,23,0.553597651,373.12,1,862400,12312,2
8,1,0.09,2,27,55,0.475770925,357.22,1,862400,11589,2
7,1,0.3,2,9,100,0.527165932,323.3,1,862400,12301,2
8,1,0.16,2,6,33,0.464757709,355.1,0,827200,9706,2
7,0,0.22,2,21,53,0.4030837,358.28,1,809600,164,2
10,0,0.49,3,15,37,0.582232012,355.1,1,924000,2641,3
7,0,0.01,2,18,38,0.432452276,352.98,1,941600,4089,3
12,0,0.49,3,8,20,0.685022026,340.26,1,968000,3921,3
8,1,0.32,3,7,54,0.74743025,357.22,1,950400,10202,3
8,1,0.17,2,12,31,0.494126285,339.2,0,836000,1781,2
9,1,0.1,3,11,41,0.714390602,358.28,1,836000,1648,2
7,1,0.18,5,50,70,0.508810573,354.04,0,897600,3608,2
9,0,0.23,7,48,278,0.906754772,358.28,0,792000,7018,2
8,0,0.59,2,25,121,0.450073421,345.56,1,906400,2650,3
6,0,0.26,2,8,34,0.402349486,362.52,1,932800,8358,2
8,1,0.2,1,7,31,0.486784141,348.74,1,800800,1035,3
9,1,0.1,2,8,28,0.60866373,354.04,1,818400,5167,2
9,1,0.18,3,5,21,0.611600587,350.86,1,924000,1902,3
7,1,0,4,23,55,0.538179148,348.74,1,836000,3776,2
8,1,0.22,2,20,38,0.442731278,359.34,0,853600,9248,2
7,0,0.28,2,20,47,0.589574156,368.88,1,836000,6656,3
7,0,0.29,2,26,64,0.522026432,375.24,1,792000,3165,2
14,0,0.65,3,6,29,0.633627019,324.36,1,897600,5104,2
9,1,0.49,3,38,110,0.743759178,290.44,2,800800,4114,2
8,1,0.32,2,24,120,0.538179148,344.5,1,836000,294,2
8,1,0.08,3,20,42,0.584434655,348.74,1,844800,11806,2
11,0,0.47,2,6,14,0.491189427,339.2,1,888800,1574,2
10,1,0.19,6,29,77,0.743759178,337.08,1,985600,3128,2
9,1,0.68,2,32,110,0.52349486,345.56,1,853600,8829,2
8,1,0,2,8,18,0.449339207,352.98,1,880000,10227,3
6,1,0.08,2,20,31,0.354625551,369.94,1,888800,5303,3
10,1,0.22,3,30,147,0.582232012,349.8,1,862400,9633,2
10,0,0.42,3,34,135,0.508810573,333.9,1,836000,1136,2
8,0,0.6,3,6,19,0.344346549,356.16,1,1126400,9169,3
7,1,0.2,2,7,62,0.46328928,362.52,1,994400,9134,3
9,0,0.51,2,45,55,0.501468429,367.82,1,994400,6177,3
9,0,0.32,6,9,23,0.407488987,330.72,1,1012000,2372,3
10,0,0.24,3,13,44,0.5969163,334.96,1,932800,4584,2
8,1,0.3,2,15,81,0.457415565,342.38,1,836000,8741,2
10,0,0.45,2,11,27,0.589574156,341.32,1,897600,2733,2
10,1,0.24,2,12,21,0.538179148,336.02,1,809600,11159,2
7,0,0.21,2,21,37,0.253303965,354.04,1,1091200,10659,4
8,1,0.05,2,17,36,0.517621145,357.22,1,827200,3800,3
9,0,0.39,2,21,37,0.438325991,361.46,1,1056000,10544,3
8,0,0.35,3,35,55,0.640969163,354.04,1,924000,7752,4
10,1,0.1,3,11,108,0.758443465,341.32,1,818400,11230,2
9,1,0.04,2,19,106,0.52349486,318,1,871200,9375,2
8,0,0.42,2,9,21,0.582232012,349.8,1,862400,10052,2
7,1,0.12,4,13,27,0.450073421,373.12,1,1117600,3096,4
8,1,0,2,3,11,0.464757709,375.24,0,950400,11021,3
13,0,0.49,4,5,47,0.960352423,349.8,1,950400,7888,4
8,0,0.42,2,9,17,0.395741557,345.56,1,932800,4363,2
10,0,0.42,2,4,10,0.56020558,344.5,1,880000,5140,5
9,1,0.33,3,23,114,0.626284875,345.56,1,836000,9828,2
12,0,0.49,1,5,18,0.575624082,325.42,1,871200,11865,4
7,0,0.19,3,3,11,0.508810573,344.5,1,906400,368,2
8,0,0.29,4,5,18,0.52349486,349.8,0,836000,112,2
11,0,0.48,2,15,54,0.633627019,311.64,1,844800,1572,2
9,0,0.49,3,17,125,0.5969163,342.38,1,827200,7877,2
10,0,0.47,2,9,28,0.589574156,342.38,1,862400,5693,3
13,1,0.66,3,15,35,0.699706314,323.3,1,968000,11636,2
10,0,0.56,3,15,38,0.626284875,334.96,1,932800,2977,2
8,0,0.52,2,12,32,0.494126285,349.8,1,836000,9154,2
9,1,0.18,4,13,78,0.711453744,350.86,0,814000,987,2
12,0,0.56,2,5,20,0.626284875,339.2,1,994400,7089,3
11,0,0.49,3,9,26,0.508810573,333.9,1,1029600,1418,4
7,0,0.49,2,39,127,0.479441997,351.92,1,827200,1736,2
8,1,0.18,7,68,109,0.802496329,357.22,0,994400,4248,2
10,0,0.54,2,5,17,0.56020558,323.3,1,897600,9570,3
7,1,0,2,17,32,0.494126285,379.48,1,941600,12248,3
11,0,0.5,3,5,15,0.552863436,349.8,1,844800,11792,2
11,0,0.54,2,5,21,0.633627019,345.56,1,932800,12477,2
9,0,0.24,2,1,14,0.640969163,361.46,1,976800,663,2
8,0,0.36,2,5,13,0.313509545,348.74,1,1100000,219,4
8,0,0.12,5,11,67,0.57195301,333.9,1,844800,2614,2
11,1,0.49,3,5,19,0.57195301,344.5,1,968000,8792,3
8,0,0.28,2,5,12,0.358296623,366.76,1,1029600,2005,2
8,1,0.24,2,10,50,0.582232012,368.88,1,809600,6425,2
10,0,0.4,2,14,25,0.42804699,324.36,1,1003200,795,2
9,0,0.31,3,21,110,0.611600587,354.04,1,924000,1784,4
9,0,0.41,6,3,9,0.594713656,330.72,0,1029600,5302,3
9,0,0.44,2,11,27,0.395741557,346.62,1,1020800,10511,4
10,0,0.33,2,14,27,0.42804699,305.28,1,915200,28,3
7,1,0.14,2,15,36,0.52349486,360.4,1,827200,2552,2
7,1,0.02,2,24,43,0.372246696,356.16,0,880000,9953,4
9,0,0.53,2,45,55,0.452276065,367.82,1,1020800,9705,3
10,1,0.66,2,12,47,0.538179148,336.02,1,880000,2308,3
7,1,0,2,16,34,0.743759178,389.02,1,897600,3378,3
12,0,0.54,2,6,16,0.501468429,337.08,1,932800,1176,5
10,1,0.37,3,21,84,0.655653451,343.44,1,1038400,5591,4
9,0,0.45,2,6,12,0.424375918,351.92,1,1056000,8705,3
6,0,0.1,2,30,89,0.39133627,349.8,1,836000,127,2
6,0,0.13,2,14,24,0.260646109,378.42,1,976800,9199,2
9,1,0,3,8,13,0.57195301,350.86,1,880000,1672,2
11,0,0.48,2,14,25,0.582232012,347.68,1,932800,7087,2
9,0,0.36,2,30,54,0.345814978,347.68,1,1003200,5787,3
7,0,0.08,2,18,40,0.316446402,330.72,0,844800,12447,2
8,1,0.24,2,10,40,0.494126285,350.86,1,906400,2065,3
7,1,0.02,2,6,12,0.450073421,368.88,0,827200,7241,1
6,1,0,2,6,12,0.306901615,377.36,1,1029600,6475,2
8,1,0.52,2,27,114,0.450073421,340.26,1,836000,8095,2
6,1,0.12,2,13,28,0.45814978,377.36,1,836000,7656,2
7,1,0.18,2,5.5,18,0.442731278,349.8,1,862400,2033,3
10,0,0.66,2,6,16,0.410425844,333.9,1,1126400,11465,5
7,1,0.28,7,66,121,0.522026432,339.2,1,862400,3938,2
7,1,0,2,34,52,0.394273128,363.58,1,959200,1052,4
10,1,0.37,2,11,28,0.479441997,342.38,1,897600,5986,1
7,1,0.18,2,5.5,31,0.494126285,343.44,0,818400,12302,2
12,0,0.66,2,6,15,0.743759178,331.78,1,809600,5859,3
8,0,0.4,2,24,36,0.28267254,339.2,1,1056000,2525,3
9,1,0.02,2,5,11,0.685022026,358.28,0,840400,10626,1
8,1,0.03,4,32,71,0.485315712,333.9,1,818400,6046,2
8,1,0,2,6,18,0.538179148,358.28,1,880000,2962,3
12,0,0.48,2,5,18,0.709985316,343.44,1,862400,11863,3
6,1,0.33,7,40,95,0.376651982,349.8,1,1126400,3174,4
6,0,0.19,3,22,72,0.21071953,352.98,1,1135200,6160,3
7,1,0.04,3,5,16,0.538179148,358.28,1,871200,5792,2
10,0,0.46,2,14,27,0.435389134,324.36,1,976800,9473,4
9,0,0.21,2,46,74,0.542584435,358.28,1,836000,3884,3
10,0,0.46,2,26,42,0.368575624,332.84,1,1020800,181,4
